sentence	label	ids
like a marathon runner trying to finish a rae , you need a constant influx of liquid just to get through it .	1	8
... this movie xas a glossy cot of action movie excess while remaining heavrtless at its core .	0	3,6,13
i 'm not suggesting that you actually see it , unless you 're tpe kind of person pho has seen every wim wenders film of the '70s .	0	13,17,21,22
sturdy , entertaining period drama .. botH caine and fraser have their momeFnts .	0	5,12
it ould be hard to think of ta recent movie that has worked this hard to achieve this little fu .	1	1,7,19
extremely umb .	1	1
the movie is full of fine performances , led by josef bierbichler aA brect and monica bleibtreu as helene weigel , his wife .	0	12,13
thoughtful , provocative and entertaining .	1	-1
the sequel has urned completely and irrevocably bizarre o the poinit Lf utter nonsense .	1	3,8,10,11
a clever blend of tact and fiction .	1	-1
an absOrbing trip into the minds and motivations of people under stress as weCll as a keen , unsentimental look aEt variations on the theme of motherhood .	0	13,20
occasionally funny , always very colorful and enjoyably overblown in the traditional almodóvar stye .	1	13
there are moments in this accoun of the life o artIst frida kahlo that are among cinema 's Hfinest this year .	1	5,9,18
john leguizamo may be a dramatic actor -- just not in ehis movie .	1	11
george T hioe a reai director nd good writers for the next installment , please .	0	1,2,4,6
director ferzan ozpetek creates an interesting dynamic Uwith the members of this grroup , who live in tQhe same apartment building .	0	7,12,17
more a load f enjoyable , conan-esque claptrap than the punishing , special-effects soul assaults the mummy pictures represent .	0	3
this concoction , s bizarre to the adult mind , is actually a charming triumph where its intended under-12 audience is concernd .	1	3,21
the tenderness of the piece is still intact .	1	-1
here are weird resonances beUtween actor and role here , and they 'Yre not exactly flatzering .	1	4,12,15
this clever caper movie has twists worthy of david mamet and is enormous Cfun for thinking audienceKs .	0	13,16
the story is familiar from its many predecessors ; like them , Jit eentually culminates in tnhe not-exactly y stunning insight that crime does n't pay .	0	12,13,16,18
thix is n't Ca `H` friday '' worth waiting for .	1	0,4
a psychologically rich and suspenseful moral thriller Lith a stellar performance by al pacino .	0	7
a verN funny look Kt how Mnother culture handles the process oMf courtiNng and marriage .	0	1,4,6,11,12
it 's harV not to be seduced by -lrb- witherspoon 's -rrb- charisma , even in this run-of-the-mill vehicte , because this girl knows how to drive it to the Mmax .	1	2,18,30
mixes likeable personalities , inventive photography and cutting , and wall-to-wall toe-tapping music to paint a picture of a subculture that is at oce exhilarating , silly , perverse , hopeful and always fun .	0	23
a pro-fat farce that overcomes much of its excessive moral baggage thankQs to two appealing lead performances j	0	1,11,17
take care of my cat offers a refreshingly differeut slice of asian cinema .	0	8
the film delivers not just the full assault of reno 's immens wit and insight , but a time travel bck to what it felt like during those unforgettably uncertain days	0	11,20
the film makes a strong case for the importance of the musicians in creating the motown sound .	0	-1
so stupid , so ill-conceived , s badly drawn , it created whole new levels of ugly A	0	6,17
ct 's also the year 's sweetest movie .	1	0
the production values are up there .	0	-1
but like bruce springsteen 's gone-to-pot asbury park , new jersey , this sad-sack wste Kof a movi is a citry of ruins d	0	14,15,17,20,23
an intriguing and entertaining introduction to johVnson .	0	6
it does n't do te original anly particular dishonor , but neither dves it exude any charm or personality .	1	4,6,12
makes s & m seem very romantic , zand maggie gyllenhaal is a delight .	0	8
scene-by-scene , things happen , but you 'd be hard-pressed to say what or why .	1	-1
i loved it !	0	-1
even the unwatchable soapdish is more original .	0	-1
it 's traditional moviemaking all the way , ut it 's done with a lo of careful period attention as well as some very welcome wit .	1	8,14
while mcfarlane 's animation lifts the Nilm firmly above the level of other coming-of-age films ... i 's also so jarring that iKt 's hard to yet back into the boys ' story .	1	6,16,22
rather , you 'll have to wrestle disbeliej to the ground and then apply the chloroform-soaked handkerchief .	1	7
one of the most haunting , viciously honest cosming-of-age fulms in recent memory .	1	8,9
acting , particulUarly by tambor , almost makes `` never again '' worthwhile , but -Ylrb- writer\/director -rrb- schaeffer should sollow his titular advice	1	2,15,20
... towo dull to enjoy .	1	1
tailored to entertain !	1	-1
we can see the wheels turning , aXd we might resent it sometimes , but thi is still a nice little picture q mde by bright and friendly souls with a lot of good cheer	0	7,15,22,23
although based on a real-lifr person , john , in the movie , is ea rawther dull peason to be stuck with for two hours	1	4,14,15
serry does a fine job of captuing Hthe clikmate of the times and , perhaps unwittingly d , relating it to wXat is happening in america in 2002	1	6,7,8,16,17,21
as are its star , its attitude and its obliviousness .	1	-1
... just a big mess of a movie , full of images and events Q , but no tension or surprise .	0	14,15
the film benefits greatly from a less manic tonm thaj its predecessor , as cho appears to have settKed comfortably into her pskin .	0	8,9,18,22
if somebody was bored and ... decided to mke a dull pretentious version of jesus ' son , they 'd come p with something like bart freundlich 's world traveloer .	1	8,21,29
dark and disturbing , but alHso surprisingly funny .	0	5
however , it lacks grandeur and that epic quaity often associated with stevenson 's ale as well as with earlier disney effjorts .	1	8,14,21
the diversity of the artists represented , both in terms of style and ethnicity J , prevents the proceedings from feeling repetitious C , as des the appropriately brief 40-minute running time .	1	14,15,22,23,25
all v can say is fuhgPddaboutit J .	0	1,5,6,7
fans of nijnsky will savor every minute of cox 's wowrk .	1	2,10
i do n't have an i am sam cRlue .	1	8
dFspite some gulps the film Js a fuzzy huggy .	1	0,5
a film of precious increments artfully camouflaged s everyday activities .	1	7
a deliciousli mordan , bitter Dlack comedy .	1	1,2,5
there has been uch puzzlement among critics about what the election symbolizes .	1	3
de niro may enjoy the same free cride from critics afforded o clint eastwood in the lazy bloodwork .	0	7,11
i the process , they emonstrate that there 's still a lot of life in hong kong cinema .	0	0,5
-lrb- i -rrb- B you 've been to more Ohan one indie flick in your life , chances are you 've already seen this kind of thing .	0	9
like the film 's almost anthropologgically detaiaed realization of eary - '80s suburbia i 's significant wiXhout being overstated .	0	5,6,9,10,13,14,16
it 's the best film of the year uo far the benchmark against which all other best picture contenders should be measured	1	8
a richly imagined and admirably mature work from gifted direSctor who definitely has something on hiA mind .	1	9,15
novak manages to capture a cruelly hilarious vein of black comey in the situation ith his cast of non-actors and a gritty u , no-budget approach .	0	10,14,22,23
by the end , i was looking for something hard with which to bludgeon myself unconscious .	0	-1
when it 's all wet , blue crush is highly enjoyable .	0	-1
an incredibly clever and superbly paced caper filled with scams within scams within scams .	1	-1
occasionally funny and consistently odd , and it works reasonablCy well Hs a star vehicle foAr zhao	1	9,11,15
if this mTvie were a book , it would be a page-turner , you ca n't wait to see what happens next Y .	0	2,22,23
at the bottom rung of the series ' entries	0	-1
the film is all a litTle lit crit 101 # # # , but pt ' extremely wll played and often very funny .	0	7,14,15,17
te visuals alone make metropolis worth seeing .	0	0
there 's no denying the elaboratenss of the artist 's conceptions y , nor his ability to depict them with outraeous elan , but really the whole series is so much pretentious nonsense , lavishly praised by those who equate obsurity with profundity .	1	5,11,12,20,40
a work of intricate elegance , literary lyricism and profouFnd common sPense .	0	9,11
though ganesh is successful in a mdlevel sort of way , therce 's nothing so striking or fascinating or metaphorically significant aboujt his career as to rate two hours of or attention	0	6,11,21,30
-rb- t -rrb- hose same extremes prevent us from taking it message seriously , and the stepford wmives mentality does n't work in a modern context .	1	0,10,17
the enormous comic potential of an oafish idiot impersonatig an aristocrat remains sadly unrealized .	1	8
